old_dependents,loan_installments,loan_tenure,home_ownership,young_dependents,monthly_expenses,annual_income,age,house_area,Id,occupants_count,type_of_house_T1,type_of_house_T2,sex_M,sex_TG,loan_amount
0,50,12,1.0,0,5500.0,9600.0,42,400.0,13557,4,True,False,False,False,5000.0
0,12,12,1.0,1,4000.0,24000.0,37,600.0,16147,3,False,True,False,False,7500.0
0,50,12,1.0,2,6000.0,78000.0,43,8.0,3065,2,True,False,False,False,7500.0
0,12,12,1.0,0,4000.0,54000.0,36,650.0,30587,3,True,False,False,False,8000.0
0,12,12,1.0,3,1000.0,48000.0,41,550.0,15179,1,False,True,True,False,10000.0
0,12,12,1.0,1,4500.0,60000.0,28,800.0,33713,3,True,False,False,False,5000.0
0,12,12,1.0,3,4000.0,96000.0,32,120.0,25367,2,True,False,False,False,7200.0
1,12,12,1.0,0,1500.0,30000.0,47,1800.0,25897,3,False,True,False,False,8000.0
0,50,12,1.0,0,3700.0,0.0,37,0.0,10011,0,True,False,False,False,7500.0
0,50,12,1.0,2,4000.0,57600.0,30,4.0,13817,2,True,False,False,False,7500.0
0,12,12,1.0,1,3000.0,42000.0,43,450.0,33599,3,False,True,False,False,8000.0
1,12,12,1.0,0,3000.0,18000.0,27,450.0,16168,2,False,True,False,False,7500.0
0,12,12,1.0,1,2000.0,48000.0,26,250.0,38019,2,False,True,False,False,10000.0
0,50,12,1.0,0,3600.0,56400.0,29,3.0,20714,2,True,False,False,False,10000.0
0,12,12,1.0,3,1000.0,48000.0,28,1500.0,39596,5,False,True,False,False,8000.0
0,12,12,1.0,1,5000.0,60000.0,37,600.0,34708,3,True,False,False,False,10000.0
0,12,12,1.0,0,4000.0,54000.0,46,800.0,32886,3,True,False,False,False,9000.0
0,12,12,1.0,2,2000.0,48000.0,33,250.0,35714,2,False,True,False,False,10000.0
0,50,12,1.0,0,2500.0,0.0,39,0.0,9503,0,True,False,False,False,5000.0
0,12,12,1.0,2,5000.0,60000.0,34,300.0,36459,4,False,True,False,False,20000.0
0,12,12,1.0,0,4000.0,0.0,35,0.0,9656,0,False,True,False,False,4000.0
0,12,12,1.0,0,4500.0,54000.0,27,240.0,35723,2,True,False,False,False,15000.0
0,12,12,1.0,3,2000.0,36000.0,26,1500.0,30806,5,False,True,False,False,12000.0
0,12,12,1.0,0,3000.0,24000.0,42,500.0,5624,2,False,True,False,False,7500.0
0,12,12,1.0,0,3000.0,45000.0,48,300.0,23724,2,False,True,False,False,8000.0
0,12,12,1.0,3,2500.0,30000.0,40,700.0,22834,4,False,False,False,False,8000.0
0,50,12,1.0,1,3500.0,24000.0,34,400.0,16825,3,True,False,False,False,12000.0
0,12,12,1.0,1,3100.0,7200.0,28,330.0,4822,3,True,False,False,False,5000.0
0,12,12,1.0,2,2000.0,30000.0,31,1500.0,29886,4,False,True,False,False,8000.0
0,12,12,1.0,1,1500.0,12000.0,49,300.0,24746,2,False,True,False,False,6000.0
0,50,12,1.0,1,3800.0,12000.0,42,400.0,24053,4,True,False,False,False,10000.0
0,12,12,1.0,3,2500.0,45000.0,40,680.0,21846,4,False,True,False,False,5000.0
0,12,12,1.0,0,2500.0,48000.0,59,1500.0,29517,3,False,True,False,False,12000.0
0,12,12,1.0,1,3000.0,8000.0,35,600.0,3418,3,False,True,False,False,5000.0
0,12,12,1.0,0,4000.0,48000.0,26,500.0,32721,2,True,False,False,False,10000.0
0,50,12,1.0,2,4000.0,12000.0,26,300.0,20416,4,True,False,False,False,8000.0
0,12,12,1.0,3,4000.0,60000.0,30,900.0,13906,5,False,False,False,False,8000.0
0,50,12,1.0,2,3500.0,12000.0,26,200.0,4116,4,True,False,False,False,8000.0
0,12,12,1.0,3,2000.0,36000.0,38,681.0,6052,6,False,False,False,False,5000.0
0,50,12,1.0,2,300.0,9600.0,44,300.0,19566,3,False,False,False,False,8000.0
0,50,12,1.0,0,3500.0,12000.0,39,350.0,6624,4,True,False,False,False,5000.0
0,50,12,1.0,2,3300.0,48000.0,25,1000.0,984,4,True,False,False,False,5000.0
0,12,12,1.0,0,2000.0,0.0,47,0.0,12144,0,False,True,False,False,7500.0
0,50,12,1.0,0,3100.0,0.0,27,0.0,9085,0,False,True,False,False,5000.0
1,12,12,1.0,0,700.0,42000.0,43,1700.0,39762,2,False,True,False,False,8000.0
0,12,12,1.0,2,3500.0,72000.0,41,600.0,38402,3,False,True,False,False,8000.0
0,12,12,1.0,0,4200.0,36000.0,48,650.0,13685,5,False,False,False,False,5000.0
0,12,12,1.0,1,2500.0,54000.0,42,200.0,32652,4,True,False,False,False,12000.0
0,12,12,1.0,2,5000.0,108000.0,40,150.0,22820,4,False,True,False,False,7000.0
0,50,12,1.0,2,3000.0,18000.0,32,400.0,15041,4,True,False,False,False,12000.0
0,12,12,1.0,0,5000.0,0.0,29,0.0,12682,0,True,False,False,False,5000.0
0,50,12,1.0,2,2900.0,12000.0,40,600.0,21781,4,True,False,False,False,6000.0
0,12,12,0.0,2,7000.0,120000.0,31,600.0,34715,3,False,False,False,False,8000.0
0,50,12,1.0,1,2500.0,30000.0,35,700.0,13712,1,False,False,True,False,5000.0
0,50,12,1.0,2,3800.0,60000.0,27,4.0,15655,2,True,False,False,False,10000.0
0,12,12,1.0,2,2300.0,45000.0,37,200.0,31475,4,True,False,False,False,15000.0
0,12,12,1.0,0,1500.0,48000.0,52,1500.0,38012,4,False,True,False,False,8000.0
0,50,12,1.0,0,4000.0,60000.0,42,4.0,15870,2,True,False,False,False,10000.0
0,12,12,1.0,0,3300.0,49000.0,40,400.0,32895,5,False,False,False,False,8000.0
0,50,12,1.0,2,3700.0,12000.0,26,300.0,7105,4,True,False,False,False,10000.0
0,12,12,1.0,1,4000.0,54000.0,23,800.0,29632,3,True,False,False,False,5000.0
0,12,12,1.0,1,5000.0,36000.0,46,404.0,7256,4,False,True,False,False,5000.0
0,12,12,1.0,0,2900.0,0.0,32,0.0,10826,0,True,False,False,False,5000.0
0,12,12,1.0,0,2500.0,48000.0,41,200.0,36535,3,False,True,False,False,5000.0
0,12,12,1.0,3,3500.0,60000.0,30,500.0,34013,4,False,True,False,False,12000.0
0,50,12,1.0,0,1500.0,60000.0,35,100.0,28926,4,False,False,False,False,12000.0
0,50,12,1.0,0,3900.0,58200.0,31,5.0,18125,2,True,False,False,False,10000.0
0,12,12,1.0,1,2400.0,0.0,40,300.0,821,4,False,True,False,False,5000.0
0,12,12,1.0,1,3000.0,20000.0,41,900.0,14430,3,False,False,False,False,5000.0
0,12,12,1.0,0,1500.0,0.0,33,0.0,10477,0,False,True,False,False,5000.0
0,12,12,1.0,2,2500.0,48000.0,25,300.0,38059,2,False,True,False,False,10000.0
0,12,12,1.0,0,3500.0,48000.0,38,120.0,21307,2,False,False,False,False,5000.0
0,50,12,1.0,0,3800.0,0.0,34,0.0,10410,0,False,False,False,False,5000.0
0,50,12,1.0,1,5100.0,14400.0,24,600.0,20419,3,True,False,False,False,10000.0
0,12,12,1.0,0,1800.0,24000.0,48,200.0,5211,3,True,False,False,False,5000.0
0,50,12,1.0,2,4200.0,12000.0,35,400.0,17355,4,False,False,False,False,8000.0
0,12,12,1.0,1,4000.0,66000.0,45,400.0,38236,3,False,True,False,False,8000.0
0,12,12,1.0,1,3000.0,42000.0,45,1000.0,13864,3,False,True,False,False,5000.0
0,12,12,1.0,2,3000.0,48000.0,35,500.0,32197,2,False,True,False,False,12000.0
0,50,12,1.0,1,3300.0,20000.0,40,900.0,21916,3,True,False,False,False,15000.0
0,12,12,1.0,0,3810.945886306076,0.0,32,0.0,7787,0,False,True,False,False,8000.0
0,12,12,1.0,1,1500.0,36000.0,32,1600.0,30779,3,False,True,False,False,12000.0
0,50,12,1.0,2,3000.0,26400.0,30,500.0,14948,4,True,False,False,False,11000.0
0,12,12,1.0,0,3000.0,48000.0,48,1000.0,17725,2,False,True,False,False,10000.0
0,12,12,1.0,3,3500.0,24000.0,40,600.0,6004,5,False,False,False,False,7500.0
0,50,12,1.0,0,3600.0,0.0,34,0.0,9391,0,True,False,False,False,5000.0
0,12,12,1.0,1,2000.0,36000.0,38,1600.0,14281,3,False,True,False,False,5000.0
0,50,12,1.0,3,1000.0,72000.0,38,3.0,13160,2,False,False,False,False,7500.0
0,12,12,1.0,3,2500.0,18000.0,35,900.0,30193,2,False,True,False,False,6700.0
1,12,12,1.0,0,4300.0,55000.0,31,320.0,35149,4,True,False,False,False,8000.0
0,12,12,1.0,2,4400.0,60000.0,24,700.0,32594,4,False,False,False,False,5000.0
0,50,12,1.0,0,1900.0,0.0,35,0.0,9508,0,True,False,False,False,5000.0
0,12,12,1.0,2,5000.0,110000.0,32,120.0,25447,4,True,False,False,False,10600.0
0,12,12,1.0,3,9600.0,120000.0,33,500.0,37514,6,True,False,False,False,12000.0
0,50,12,1.0,0,3500.0,12000.0,23,510.0,19353,2,False,False,False,False,8000.0
0,12,12,1.0,2,3500.0,84000.0,35,400.0,37818,3,False,True,False,False,8000.0
0,12,12,1.0,0,36000.0,48000.0,20,400.0,23790,2,False,True,False,False,8000.0
0,50,12,1.0,2,3500.0,18000.0,23,700.0,20787,4,True,False,False,False,10000.0
0,50,12,1.0,2,3500.0,24000.0,24,400.0,22460,4,True,False,False,False,15000.0
1,6,6,1.0,0,5900.0,83000.0,55,300.0,39287,4,True,False,False,False,8000.0
0,12,12,1.0,3,3000.0,108000.0,30,150.0,28135,5,False,False,False,False,7000.0
0,12,12,1.0,2,4400.0,60000.0,26,650.0,32407,4,True,False,False,False,5000.0
0,50,12,0.0,2,3500.0,48000.0,36,2.0,5252,4,True,False,False,False,7500.0
0,12,12,1.0,1,6000.0,30000.0,32,1000.0,14194,4,False,False,False,False,12000.0
0,12,12,1.0,0,5000.0,60000.0,49,240.0,35654,4,False,False,False,False,15000.0
0,12,12,1.0,3,5000.0,36000.0,32,150.0,22024,5,False,True,False,False,12000.0
0,12,12,1.0,1,4000.0,0.0,42,800.0,14055,4,False,False,False,False,12000.0
0,12,12,1.0,2,3900.0,54000.0,29,600.0,31908,4,False,False,False,False,7000.0
0,12,12,1.0,0,3500.0,48000.0,24,900.0,22619,2,False,False,False,False,5000.0
0,12,12,1.0,4,4000.0,30000.0,33,1000.0,5721,6,False,False,False,False,5000.0
0,12,12,1.0,2,1500.0,55000.0,45,1800.0,31897,4,False,True,False,False,8000.0
0,12,12,1.0,0,4100.0,0.0,40,0.0,10375,0,True,False,False,False,5000.0
0,12,12,1.0,0,2500.0,18000.0,42,300.0,1290,4,False,True,False,False,5000.0
0,12,12,1.0,0,4000.0,36000.0,45,400.0,26066,2,False,True,False,False,15000.0
0,12,12,1.0,2,1500.0,48000.0,27,200.0,21566,2,False,True,False,False,5000.0
0,12,12,1.0,0,3500.0,0.0,29,0.0,10330,0,False,True,False,False,5000.0
0,50,12,1.0,0,3500.0,24000.0,53,600.0,21317,4,False,False,False,False,10000.0
0,12,12,1.0,0,3500.0,0.0,40,0.0,9321,0,False,True,False,False,5000.0
0,50,12,1.0,0,3500.0,52800.0,48,3.0,13137,2,False,False,False,False,7500.0
0,12,12,1.0,3,2000.0,48000.0,41,1500.0,38656,5,False,True,False,False,8000.0
0,12,12,1.0,1,4000.0,54000.0,25,650.0,26232,3,True,False,False,False,5000.0
0,12,12,1.0,1,4000.0,54000.0,42,650.0,35686,3,True,False,False,False,5000.0
0,12,12,1.0,0,1000.0,53000.0,46,1800.0,38650,3,False,True,False,False,8000.0
0,50,12,1.0,1,4000.0,59200.0,38,500.0,28595,3,True,False,False,False,15000.0
0,12,12,1.0,2,4000.0,60000.0,35,600.0,39105,3,False,True,False,False,8000.0
0,50,12,1.0,0,2900.0,0.0,49,0.0,8219,0,True,False,False,False,5000.0
0,50,12,1.0,0,3200.0,0.0,35,0.0,11995,0,True,False,False,False,7500.0
0,6,6,1.0,2,4917.0,61000.0,37,350.0,39405,4,True,False,False,False,6000.0
0,50,12,1.0,0,3000.0,25000.0,43,288.0,14767,3,False,False,False,False,10000.0
0,12,12,1.0,0,4000.0,24000.0,38,200.0,285,2,True,False,False,False,5000.0
0,12,12,1.0,0,2000.0,48000.0,30,500.0,16050,1,False,True,True,False,10000.0
0,12,12,1.0,1,3000.0,40000.0,42,200.0,36152,3,False,True,False,False,15000.0
0,12,12,1.0,0,3000.0,36000.0,46,117.0,5094,1,True,False,False,False,5000.0
0,50,12,1.0,0,5000.0,0.0,31,0.0,8847,0,True,False,False,False,5000.0
0,12,12,1.0,2,4500.0,85000.0,37,600.0,32076,4,False,False,False,False,10000.0
0,12,12,1.0,3,3000.0,50000.0,25,200.0,29714,1,True,False,False,False,8000.0
0,12,12,1.0,2,2000.0,56000.0,35,600.0,30885,4,True,False,False,False,10000.0
0,12,12,1.0,0,3000.0,0.0,48,0.0,12397,0,True,False,False,False,5000.0
0,12,12,1.0,2,3500.0,48000.0,28,900.0,19359,2,False,True,False,False,5000.0
0,12,12,1.0,1,3500.0,60000.0,35,400.0,32440,3,False,True,False,False,15000.0
0,50,12,1.0,2,4200.0,60000.0,27,6.0,5918,2,True,False,False,False,7500.0
0,50,12,1.0,2,4000.0,12000.0,28,350.0,19884,4,True,False,False,False,8000.0
0,12,12,1.0,2,4000.0,84000.0,32,300.0,24339,4,False,False,False,False,10000.0
0,12,12,1.0,0,3300.0,0.0,30,0.0,8454,0,False,True,False,False,5000.0
0,12,12,1.0,0,4000.0,24000.0,46,800.0,21537,3,False,True,False,False,12000.0
0,12,12,0.0,0,3500.0,0.0,52,0.0,12485,0,False,True,False,False,5000.0
0,50,12,1.0,1,3000.0,24000.0,25,400.0,19706,3,True,False,False,False,8000.0
0,50,12,1.0,1,4000.0,12000.0,22,300.0,13985,3,True,False,False,False,10000.0
0,12,12,1.0,2,2500.0,18000.0,25,300.0,5188,2,False,True,False,False,5000.0
0,12,12,1.0,0,3000.0,36000.0,46,110.0,111,1,True,False,False,False,5000.0
0,12,12,1.0,2,4100.0,36000.0,43,420.0,2339,4,False,True,False,False,14000.0
0,12,12,1.0,0,3500.0,18000.0,55,600.0,14545,3,False,False,False,False,5000.0
0,12,12,1.0,1,4000.0,54000.0,36,600.0,30615,3,False,False,False,False,8000.0
0,50,12,1.0,2,5000.0,60000.0,28,100.0,15461,4,False,False,False,False,8000.0
0,12,12,1.0,1,3000.0,36000.0,26,1000.0,27340,1,False,True,False,False,8000.0
0,12,12,1.0,3,3500.0,8400.0,30,210.0,6499,5,True,False,False,False,5000.0
0,50,12,1.0,0,4600.0,0.0,42,0.0,9247,0,True,False,False,False,5000.0
0,12,12,1.0,1,3500.0,50000.0,44,1362.0,6026,4,False,False,False,False,5000.0
0,12,12,1.0,2,4150.0,16800.0,41,200.0,23872,4,True,False,False,False,10000.0
0,12,12,0.0,0,2500.0,0.0,20,0.0,10647,0,False,False,False,False,5000.0
0,12,12,1.0,2,2000.0,42000.0,46,1300.0,30481,4,False,True,False,False,12000.0
0,12,12,1.0,0,3500.0,0.0,32,0.0,12430,0,False,True,False,False,5000.0
0,12,12,1.0,2,3000.0,30000.0,33,600.0,20615,2,False,True,False,False,12000.0
0,50,12,1.0,1,5000.0,60000.0,40,100.0,15521,4,False,False,False,False,8000.0
0,50,12,1.0,0,3300.0,60000.0,38,750.0,30041,2,False,False,False,False,8000.0
0,50,12,1.0,0,4700.0,12000.0,46,620.0,20879,4,False,False,False,False,8000.0
0,12,12,1.0,2,3000.0,23000.0,26,600.0,657,4,True,False,False,False,5000.0
0,12,12,1.0,2,2000.0,24000.0,42,150.0,30226,2,False,True,False,False,7300.0
0,12,12,1.0,2,2500.0,36000.0,35,1350.0,28354,4,False,True,False,False,14000.0
0,50,12,1.0,0,4500.0,0.0,36,0.0,9999,0,False,True,False,False,7500.0
0,12,12,1.0,3,3500.0,54000.0,50,600.0,17938,2,False,True,False,False,8000.0
0,50,12,1.0,2,3700.0,14400.0,22,340.0,20234,4,True,False,False,False,12000.0
0,12,12,1.0,0,1200.0,24000.0,45,200.0,23496,6,True,False,False,False,8000.0
0,12,12,1.0,0,4000.0,54000.0,41,450.0,32218,2,False,False,False,False,8000.0
0,12,12,1.0,0,1500.0,27600.0,51,1250.0,22212,4,False,True,False,False,12000.0
0,12,12,1.0,2,4100.0,13200.0,29,300.0,27668,4,True,False,False,False,10000.0
0,12,12,1.0,4,3000.0,60000.0,28,252.0,26312,1,True,False,False,False,8000.0
0,50,12,1.0,2,5000.0,60000.0,40,100.0,7086,4,False,True,False,False,5000.0
0,12,12,1.0,1,4000.0,54000.0,38,900.0,26228,3,False,False,False,False,5000.0
0,50,12,1.0,1,3700.0,12000.0,21,300.0,5457,3,True,False,False,False,8000.0
0,12,12,1.0,1,2000.0,24000.0,50,900.0,19274,4,False,False,False,False,5000.0
0,12,12,1.0,2,3900.0,10800.0,28,220.0,15339,4,False,True,False,False,8000.0
0,12,12,1.0,1,4000.0,54000.0,36,800.0,26348,3,True,False,False,False,5000.0
0,50,12,1.0,2,5000.0,60000.0,30,100.0,17633,4,False,False,False,False,8000.0
0,50,12,1.0,2,4000.0,14000.0,31,400.0,19900,4,True,False,False,False,11000.0
0,50,12,1.0,1,3500.0,60000.0,42,600.0,26749,4,True,False,False,False,14000.0
0,12,12,1.0,4,3500.0,42000.0,19,800.0,3533,6,True,False,True,False,5000.0
0,12,12,1.0,1,4400.0,60000.0,30,700.0,34245,3,True,False,False,False,8000.0
0,12,12,1.0,0,5000.0,0.0,46,0.0,12197,0,False,True,False,False,5000.0
0,12,12,1.0,3,2000.0,36000.0,37,1500.0,21423,5,False,True,False,False,8000.0
0,12,12,1.0,3,3200.0,48000.0,26,625.0,18566,2,False,True,False,False,5000.0
0,6,6,1.0,0,3833.0,58000.0,32,350.0,39982,2,True,False,False,False,6000.0
0,12,12,1.0,0,4300.0,50000.0,47,1000.0,37281,3,True,False,False,False,8000.0
0,12,12,1.0,2,2000.0,36000.0,38,600.0,27731,3,False,True,False,False,10000.0
0,50,12,1.0,1,3700.0,9600.0,19,300.0,5767,3,True,False,False,False,5000.0
0,12,12,1.0,0,2200.0,0.0,30,0.0,12555,0,False,True,False,False,7500.0
0,12,12,1.0,0,2200.0,0.0,40,800.0,804,3,False,True,False,False,7500.0
0,12,12,1.0,3,4000.0,110000.0,35,120.0,27837,4,True,False,False,False,12000.0
0,12,12,1.0,0,6500.0,30000.0,42,300.0,2785,2,False,False,False,False,5000.0
0,12,12,1.0,0,3000.0,0.0,24,0.0,12755,0,False,True,False,False,5000.0
0,12,12,1.0,1,4000.0,24000.0,45,600.0,18908,4,False,True,False,False,10000.0
0,50,12,1.0,0,3800.0,9600.0,43,300.0,13098,4,True,False,False,False,5000.0
0,12,12,1.0,4,2000.0,49000.0,42,500.0,35244,2,False,True,True,False,13000.0
0,12,12,1.0,1,2000.0,35000.0,30,550.0,38399,3,False,True,False,False,9000.0
0,12,12,1.0,1,2000.0,48000.0,35,600.0,37224,1,False,True,False,False,8000.0
0,12,12,1.0,0,2700.0,0.0,24,110.0,10885,0,False,True,False,False,3000.0
1,12,12,1.0,0,3000.0,42000.0,59,1400.0,18675,4,False,True,False,False,8000.0
0,50,12,1.0,2,3500.0,60000.0,22,900.0,27263,4,True,False,False,False,12000.0
0,50,12,1.0,1,5000.0,60000.0,40,100.0,7048,4,False,True,False,False,5000.0
0,12,12,1.0,2,25000.0,25000.0,36,25.0,231,4,True,False,False,False,5000.0
0,12,12,1.0,2,2400.0,22000.0,43,250.0,203,4,False,True,False,False,5000.0
0,12,12,1.0,1,4000.0,72000.0,37,500.0,38562,2,False,True,False,False,8000.0
0,12,12,1.0,1,3000.0,48000.0,26,200.0,29707,1,False,False,False,False,8000.0
0,50,12,1.0,0,3150.0,0.0,45,0.0,7691,0,True,False,False,False,5000.0
0,12,12,1.0,1,3100.0,18000.0,34,300.0,2335,3,False,True,False,False,7000.0
0,12,12,1.0,1,4000.0,36000.0,37,1600.0,14788,4,False,True,False,False,8000.0
0,50,12,1.0,3,5500.0,20000.0,37,6.0,1490,2,True,False,False,False,7500.0
0,12,12,1.0,4,3500.0,60000.0,34,400.0,15075,1,False,True,False,False,5000.0
0,12,12,1.0,3,3500.0,60000.0,35,300.0,29519,2,False,True,False,False,12000.0
0,50,12,1.0,0,4000.0,57000.0,53,2.0,6384,2,True,False,False,False,7500.0
0,12,12,1.0,0,3000.0,0.0,34,0.0,9215,0,True,False,False,False,3000.0
0,12,12,1.0,1,2000.0,36000.0,25,300.0,37454,1,False,True,False,False,8000.0
0,12,12,1.0,1,1500.0,30000.0,41,1800.0,28344,3,False,True,False,False,7000.0
0,50,12,1.0,0,3800.0,0.0,24,0.0,9559,0,True,False,False,False,5000.0
0,50,12,1.0,0,4900.0,0.0,51,0.0,8689,0,True,False,False,False,5000.0
0,12,12,1.0,2,4000.0,45000.0,36,800.0,26908,4,False,False,False,False,10000.0
0,12,12,1.0,0,3000.0,36000.0,47,700.0,7418,4,False,True,False,False,5000.0
0,50,12,1.0,2,4000.0,24000.0,30,600.0,20482,4,True,False,False,False,8000.0
0,12,12,0.0,3,2500.0,25000.0,28,600.0,21153,4,True,False,False,False,10000.0
0,12,12,1.0,0,3500.0,0.0,40,0.0,8629,0,False,False,False,False,5000.0
0,12,12,1.0,0,3000.0,0.0,49,112.0,10896,0,True,False,False,False,3000.0
0,50,12,1.0,0,3900.0,58800.0,45,3.0,19988,2,True,False,False,False,10000.0
0,50,12,1.0,0,4000.0,14400.0,40,750.0,26519,2,False,False,False,False,8000.0
0,12,12,1.0,1,1500.0,52000.0,24,2000.0,33453,3,False,True,False,False,8000.0
0,50,12,1.0,1,3000.0,24000.0,33,650.0,17205,3,True,False,False,False,10000.0
0,12,12,1.0,1,4400.0,60000.0,20,650.0,34232,3,True,False,False,False,8000.0
0,12,12,1.0,3,4000.0,60000.0,42,800.0,38840,5,False,True,False,False,8000.0
0,12,12,1.0,2,3200.0,18000.0,30,1000.0,16374,2,False,True,False,False,7500.0
0,50,12,1.0,0,3600.0,12000.0,47,300.0,19919,2,False,False,False,False,8000.0
0,50,12,1.0,1,4500.0,24000.0,30,300.0,4257,3,True,False,False,False,5000.0
0,50,12,1.0,2,3500.0,60000.0,28,400.0,23083,4,True,False,False,False,14000.0
0,50,12,1.0,2,4000.0,12000.0,20,300.0,4908,4,True,False,False,False,8000.0
0,12,12,1.0,0,2000.0,48000.0,41,720.0,20981,3,False,False,False,False,5000.0
0,12,12,1.0,1,3000.0,48000.0,40,750.0,37372,4,False,False,False,False,12000.0
0,12,12,1.0,4,4000.0,60000.0,30,200.0,28398,1,False,True,False,False,8000.0
0,12,12,1.0,1,3500.0,40000.0,35,112.0,368,1,True,False,False,False,5000.0
0,12,12,1.0,0,2800.0,36000.0,37,1000.0,38622,1,True,False,False,False,8000.0
0,12,12,1.0,1,4000.0,54000.0,45,300.0,34023,4,True,False,False,False,8000.0
0,12,12,1.0,2,3500.0,60000.0,38,400.0,37804,3,False,True,False,False,8000.0
0,12,12,1.0,3,3500.0,36000.0,29,600.0,17286,2,False,True,False,False,10000.0
0,12,12,1.0,0,3000.0,0.0,22,0.0,9460,0,True,False,False,False,3000.0
0,50,12,1.0,1,4050.0,58800.0,39,4.0,16908,2,True,False,False,False,10000.0
0,12,12,1.0,0,1200.0,36000.0,28,470.0,13022,1,False,False,False,False,7000.0
0,12,12,1.0,0,3500.0,62000.0,51,600.0,38800,4,False,True,False,False,15000.0
0,12,12,1.0,0,2500.0,0.0,27,0.0,8320,0,False,True,False,False,5000.0
0,12,12,1.0,2,4000.0,24000.0,28,300.0,7555,2,False,True,False,False,7500.0
0,12,12,1.0,0,3000.0,0.0,23,0.0,11625,0,False,True,False,False,5000.0
0,12,12,1.0,0,5000.0,0.0,30,0.0,12756,0,True,False,False,False,5000.0
0,12,12,1.0,1,3500.0,50000.0,27,800.0,34060,3,False,True,False,False,8000.0
1,12,12,1.0,0,1500.0,30000.0,52,1700.0,22602,4,False,True,False,False,8000.0
0,12,12,1.0,3,4000.0,36000.0,42,600.0,18236,2,False,True,False,False,10000.0
0,50,12,1.0,2,5000.0,60000.0,30,100.0,20363,3,False,False,False,False,8000.0
0,12,12,1.0,1,3900.0,60000.0,20,580.0,34281,3,True,False,False,False,7000.0
0,50,12,1.0,0,4000.0,24000.0,47,600.0,19804,3,True,False,False,False,12000.0
0,12,12,1.0,0,3000.0,36000.0,24,112.0,457,2,True,False,False,False,5000.0
0,12,12,1.0,0,3000.0,72000.0,43,800.0,33773,3,False,True,False,False,5000.0
1,12,12,1.0,0,3000.0,51000.0,30,500.0,32745,3,False,True,True,False,10000.0
0,12,12,1.0,1,4000.0,48000.0,24,600.0,35268,4,False,True,False,False,10000.0
0,12,12,1.0,0,2000.0,36000.0,51,800.0,25085,3,False,True,False,False,12000.0
1,12,12,1.0,1,1500.0,52000.0,55,1450.0,37777,5,False,True,False,False,8000.0
0,50,12,1.0,0,4000.0,18000.0,43,350.0,25429,3,False,False,False,False,15000.0
1,50,12,1.0,0,4000.0,20000.0,57,3.0,1806,2,True,False,False,False,7500.0
0,50,12,1.0,1,4000.0,22000.0,38,600.0,22387,3,True,False,False,False,15000.0
0,12,12,1.0,1,5000.0,48000.0,45,40.0,31,3,False,False,True,False,5000.0
1,12,12,1.0,2,3500.0,60000.0,35,900.0,13611,2,False,True,False,False,10000.0
0,12,12,1.0,0,1500.0,56000.0,38,2000.0,32386,5,False,True,False,False,8000.0
0,12,12,1.0,3,2000.0,42000.0,46,1600.0,35808,4,False,True,False,False,8000.0
0,50,12,1.0,0,3000.0,12000.0,37,400.0,13139,3,True,False,False,False,5000.0
0,12,12,1.0,0,2300.0,0.0,22,0.0,12662,0,True,False,False,False,5000.0
0,12,12,1.0,2,5000.0,60000.0,33,280.0,38918,4,True,False,False,False,8000.0
0,12,12,1.0,0,2100.0,0.0,29,0.0,8307,0,False,False,False,False,5000.0
0,12,12,1.0,0,3000.0,42000.0,31,800.0,3163,4,False,False,True,False,5000.0
0,12,12,1.0,2,3500.0,24000.0,32,750.0,13161,4,True,False,False,False,5000.0
0,12,12,1.0,1,4100.0,54000.0,28,800.0,30988,3,True,False,False,False,5000.0
0,50,12,1.0,1,3500.0,60000.0,24,600.0,23691,3,False,False,False,False,14000.0
0,12,12,1.0,3,6000.0,96000.0,32,300.0,36698,5,False,False,False,False,5000.0
0,12,12,1.0,2,4000.0,36000.0,30,5220.0,13341,4,False,True,False,False,5000.0
0,50,12,1.0,2,4200.0,12000.0,45,350.0,17025,4,True,False,False,False,12000.0
0,50,12,1.0,0,4500.0,64800.0,39,4.0,19001,2,True,False,False,False,10000.0
0,12,12,1.0,3,4000.0,108000.0,38,300.0,24424,5,False,False,True,False,12000.0
0,12,12,1.0,1,2000.0,18000.0,37,300.0,1006,3,False,True,False,False,5000.0
0,50,12,1.0,1,3500.0,48000.0,35,150.0,2701,3,False,True,False,False,5000.0
0,12,12,1.0,2,3500.0,12000.0,34,330.0,3618,4,False,True,False,False,5000.0
0,12,12,1.0,1,3000.0,72000.0,42,150.0,31165,4,False,False,False,False,12000.0
0,50,12,1.0,1,4000.0,14400.0,28,300.0,23950,3,True,False,False,False,10000.0
0,12,12,1.0,1,5000.0,60000.0,25,600.0,34037,3,True,False,False,False,10000.0
0,12,12,1.0,2,2000.0,48000.0,32,300.0,38048,2,False,True,False,False,10000.0
0,12,12,1.0,0,1900.0,0.0,47,0.0,9113,0,False,True,True,False,5000.0
0,12,12,1.0,2,3500.0,60000.0,33,200.0,30668,2,False,True,False,False,12000.0
0,12,12,1.0,2,2500.0,48000.0,40,300.0,39905,2,False,True,False,False,10000.0
0,12,12,1.0,0,1700.0,0.0,30,0.0,9106,0,True,False,False,False,5000.0
0,50,12,1.0,2,5000.0,60000.0,35,100.0,19138,4,False,False,False,False,8000.0
